distance,time,vehicle_type,cargo_weight,weather,traffic,road_condition,tolls,fuel_stops,emissions
1971.4444036800953,50.285903145123505,Ashok Leyland Partner,863.8399684972186,snow,heavy,paved,4,1,213.20626216062468
1076.1916213087693,27.560938253138435,Tata Prima,1178.2289478444327,fog,moderate,paved,2,2,220.19988672627133
1425.1875695516555,21.2626958149901,Mahindra Blazo X 55,2068.9969428127824,fog,light,paved,1,0,449.6485933741727
1473.0800772891366,23.22393684179363,BharatBenz,4661.121282253533,rain,moderate,mixed,3,1,1118.877818912996
1038.1054236293185,27.290822323491717,Tata Prima,1588.3353090520325,snow,moderate,paved,4,2,310.28106140954384
564.953991658442,15.198326302640226,Mahindra Blazo X 55,3766.800554916077,fog,moderate,paved,2,0,363.9593865193231
1798.1228351688876,55.908353778672925,Ashok Leyland Partner,3113.089796464046,snow,moderate,paved,2,0,614.7637652630915
330.0080223208223,4.818537951609648,BharatBenz,2685.2618911380196,fog,light,paved,1,0,114.34096236690608
482.12568411863214,15.357520305429817,Eicher,1304.7021914959796,snow,heavy,mixed,0,0,85.93813825458713
1089.6550588042496,17.997295306745364,Mahindra Blazo X 55,2154.721113767451,fog,moderate,unpaved,4,2,550.4421356744209
1265.965865734553,35.1846389176256,BharatBenz,2075.3528346260405,clear,heavy,paved,4,0,358.9452573526689
1148.2883564262743,26.189675058539613,Tata Prima,696.2169728949518,snow,moderate,paved,4,1,143.60309481727714
40.758666892446186,0.8575724394590928,Eicher,2426.8286674279143,clear,heavy,mixed,0,0,11.2613931985345
159.93904945219515,3.4189833563611858,Eicher,2232.9397787086637,fog,light,mixed,0,0,40.659736148881485
1118.034512292117,23.011194212492818,BharatBenz,4685.075756648744,rain,moderate,mixed,1,2,860.4693892756068
1755.9724131366313,40.4372101128017,Tata Prima,4319.014077161035,clear,heavy,unpaved,4,1,1424.2154584492116
1622.1256554115696,42.4453925186441,Tata Prima,3251.811698895562,snow,moderate,mixed,0,0,919.0893732262025
151.17242482985606,3.2841315671506184,Ashok Leyland Partner,4489.77717027797,fog,moderate,unpaved,0,0,82.42503213575641
1347.3320092374468,40.85794767265755,Mahindra Blazo X 55,2595.1910815960705,fog,moderate,paved,1,1,615.8391812772647
84.32289561093668,1.4465949271298062,Mahindra Blazo X 55,1071.7723069334816,clear,light,paved,0,0,11.748742766311818
1685.625919273843,53.08898269867416,Ashok Leyland Partner,2351.092572755054,fog,heavy,paved,1,1,449.0617543672496
1592.4205275897202,46.03976880180673,Mahindra Blazo X 55,2475.3713931753628,fog,moderate,paved,1,0,661.1989947339424
862.3458051308145,17.39468279514147,Ashok Leyland Partner,2340.288249864215,rain,moderate,paved,1,1,209.22599185354548
1432.045886173124,20.69383441844389,Eicher,1759.7025362567429,snow,light,mixed,4,1,339.4889861035649
104.9550941063811,2.4442181904807008,BharatBenz,2101.877053930677,clear,moderate,paved,0,0,26.69292718343581
192.68014096874936,2.7317118692986413,Tata Prima,1901.359892260824,rain,light,unpaved,0,0,58.03051986438564
1615.7568243310511,20.723909943509735,Ashok Leyland Partner,1279.4084145950683,rain,light,mixed,1,1,214.31374715345888
1774.4939707231147,43.906674314350255,Ashok Leyland Partner,2185.7567658191206,rain,heavy,unpaved,0,0,471.01866586106917
1235.5438171359285,35.303199271089106,BharatBenz,619.3008974372982,snow,heavy,unpaved,2,0,144.9593450159756
1095.7774107387106,25.617567463913417,Eicher,3316.7285154570777,clear,light,unpaved,2,0,408.2153794757032
210.54822274107903,5.2984977234392066,BharatBenz,675.3340953960513,rain,heavy,mixed,0,0,21.76437258752046
776.9392757214745,19.122602745957884,BharatBenz,604.7237108112164,rain,heavy,paved,2,1,71.39206150755781
703.1898428618628,11.356631384453339,Mahindra Blazo X 55,4448.624060871738,snow,light,paved,0,0,488.0034516732803
852.7071751931559,18.647453183366583,Mahindra Blazo X 55,4957.273139003029,snow,moderate,paved,4,1,822.5704504056275
1504.2334249050798,28.48819892318192,Tata Prima,1572.0626858179075,rain,light,paved,3,0,330.87571338842463
1792.0912247074389,33.95877927822571,Tata Prima,740.68383536316,clear,light,mixed,3,0,185.72603038904464
1900.6233144311018,30.58215196851027,Ashok Leyland Partner,3080.4704965547876,fog,light,paved,2,0,560.1886078417873
433.32851109821564,12.081845095570811,Eicher,4062.1056967663185,clear,heavy,paved,0,0,182.18341309759447
124.54193243312213,1.8252379207754525,BharatBenz,2486.8872561801963,fog,light,mixed,0,0,43.09778076498432
1937.6173685085284,34.683262558059134,Tata Prima,3926.7978427286253,snow,light,paved,4,1,1242.4591225229242
1784.8748484657856,29.66311767152999,BharatBenz,866.069512888549,clear,moderate,mixed,4,0,222.20935136917558
481.0035354273367,8.458141725587094,Tata Prima,3163.4993246957797,snow,moderate,mixed,2,0,275.73837782337125
1121.224456974252,46.19322424848151,Mahindra Blazo X 55,1619.2586949362958,fog,heavy,unpaved,2,0,389.5492911975912
942.6346775683113,13.496713182494,BharatBenz,3834.3823740980074,snow,light,mixed,0,0,524.8140443263926
1170.9038425433478,16.24351913148049,Tata Prima,2186.9176078566684,clear,light,paved,4,1,348.45600494807996
1956.022330820999,48.783860719552806,Eicher,694.2196037775925,clear,moderate,paved,2,0,139.81031552881643
1393.8681349822286,20.535204695187378,Tata Prima,2853.9402987656695,clear,light,unpaved,0,0,572.8343675891225
774.5616444446476,20.372544660784364,Tata Prima,4618.644537510979,rain,moderate,paved,3,1,578.1390535749961
932.7598258305645,16.046201630410632,BharatBenz,1532.2763556722734,snow,light,paved,3,1,209.97907986681295
74.30874270820442,1.6393778265826602,Tata Prima,1892.8742732884748,snow,light,paved,0,0,20.254623458799266
161.63875540233465,4.748796905344969,BharatBenz,2374.8757598231564,clear,heavy,paved,0,0,48.55980319970308
1866.1296818744863,39.12662274982432,BharatBenz,2982.145426448315,clear,heavy,paved,0,1,739.1804354960793
309.3296132960211,6.160642774425338,Eicher,3873.102349892324,clear,moderate,mixed,0,0,130.46930595892846
136.38854088410267,1.828536818950143,Tata Prima,2366.687760519493,clear,light,mixed,0,0,42.60815993088842
1627.6730081688543,38.59793650678619,Eicher,4984.865766832574,clear,heavy,paved,4,0,906.9529023772877
761.922593058815,15.778353686747987,Eicher,2527.448608895421,rain,light,mixed,0,0,209.7109295526706
1757.6591282835925,49.61066680462044,BharatBenz,2111.732231147782,snow,heavy,unpaved,1,1,724.1290841698618
1664.4292652243773,26.17099738773909,BharatBenz,4334.816751433431,rain,light,unpaved,2,0,1089.5220948979547
965.2914743667656,29.779985633922735,Eicher,3291.392981090591,rain,heavy,mixed,3,1,442.8524927012388
1183.9361968407197,21.194055273996593,Mahindra Blazo X 55,909.5094097309862,rain,light,unpaved,0,2,203.25697781575366
1247.9525334534683,30.994389510565295,Mahindra Blazo X 55,3639.388421720585,clear,moderate,paved,1,0,662.4646144015289
923.68015491414,18.620397091435137,BharatBenz,3293.6255798994107,rain,light,unpaved,2,0,459.40508251915696
160.9680229362412,5.889393155304942,Tata Prima,2570.5362154260742,snow,heavy,mixed,0,0,75.37309597312932
1285.340742158397,33.43197510066535,Ashok Leyland Partner,2055.5027749573846,fog,heavy,mixed,4,1,348.68057112167895
455.459641153578,13.073464371329768,Eicher,1260.2077838247405,snow,moderate,paved,1,0,69.55184737113116
250.06538349019561,5.8751568253873945,Tata Prima,2101.9616792239376,rain,moderate,paved,1,0,77.84758759948404
649.9497017132577,17.55515986346088,BharatBenz,4097.3467950906925,clear,moderate,mixed,3,1,394.50788906479346
760.7990708317244,15.727446490245828,Tata Prima,1745.9494166624168,clear,light,mixed,0,1,184.10469377675176
747.2394845548502,20.34542001488865,BharatBenz,3919.7993402191355,rain,moderate,paved,1,1,417.53335383730104
274.90268788908173,10.345527654898342,Mahindra Blazo X 55,4528.430769592397,rain,heavy,mixed,1,0,229.69601126716293
900.3506099786747,22.065876674592207,Mahindra Blazo X 55,2287.237246268371,snow,light,mixed,4,1,400.7312543730596
650.9375395105247,9.691749157999205,BharatBenz,2909.010038069856,clear,light,paved,3,0,220.79187534669836
1580.4507648286033,37.728100100386165,Eicher,2658.119457894126,snow,heavy,unpaved,1,2,702.5078222313826
869.0024969970619,20.02536213866197,Mahindra Blazo X 55,2204.476816780802,clear,moderate,unpaved,1,0,335.3080774795314
1973.1653450980295,51.96623181367566,Eicher,4701.6132069194355,clear,moderate,paved,3,1,1022.211437320343
577.3393857007558,17.20907921673269,Tata Prima,861.05185547739,fog,heavy,paved,2,1,86.15094742097057
1939.246162217984,25.127893333725755,Ashok Leyland Partner,523.8500287892243,rain,light,unpaved,2,1,117.14573169391004
1117.9581570977202,16.33531864452781,BharatBenz,1759.9059214712788,snow,light,unpaved,1,1,333.7794922902054
407.01878540325635,7.89634361027312,Ashok Leyland Partner,1590.843795867861,fog,light,unpaved,1,0,72.91405268298232
1166.6640606309984,36.36903107326347,Mahindra Blazo X 55,4694.064540156203,clear,heavy,mixed,0,1,945.6230569097826
277.48520710855877,5.156942422712099,BharatBenz,4954.821045754754,clear,moderate,paved,0,0,166.36163483211956
1522.8534411804762,34.66161586942534,Mahindra Blazo X 55,2629.247904733515,rain,heavy,mixed,0,0,724.2962030005973
1930.40355222636,34.64728939471902,Eicher,3788.903638416399,clear,moderate,mixed,2,0,828.3671867575074
1153.2014952280247,15.796132384710589,Eicher,1128.9756948183026,clear,light,unpaved,3,1,156.49797015857322
380.9459237084068,7.495126915542719,Mahindra Blazo X 55,3493.3874931329005,rain,moderate,paved,0,0,209.33353841216953
1369.1343062000935,42.090042174180695,Mahindra Blazo X 55,3308.456948818269,clear,heavy,mixed,0,0,744.9127679701074
789.0493993009889,16.948403887118456,BharatBenz,2945.9878750129487,snow,heavy,mixed,2,1,423.859814461291
1259.1390256121215,27.701743243882863,BharatBenz,1126.7243269852427,fog,heavy,paved,0,1,216.70504437467434
1579.3084503368161,54.630205587395956,Tata Prima,1902.7493050799671,clear,heavy,mixed,0,1,478.9714219072525
1430.9875236249923,32.432303954586715,Eicher,4445.445365427873,clear,moderate,unpaved,4,2,897.8091055879169
919.4304363705398,12.972512368742954,Ashok Leyland Partner,2287.792807521653,clear,light,paved,3,1,187.2926428552802
34.28411391290859,0.670018064319656,Mahindra Blazo X 55,3622.7680001019503,snow,moderate,mixed,0,0,23.44463204656525
1655.329667340066,42.70847904495689,BharatBenz,2041.3591573034453,rain,heavy,mixed,1,1,553.9483673028118
1824.5862935974997,65.96256271515425,BharatBenz,3251.5440594559154,fog,heavy,paved,4,2,1025.318651854122
1156.8138367319582,15.13610447633979,BharatBenz,810.1469271524845,fog,light,unpaved,0,1,149.3785826217188
254.39345587301025,5.967658975403311,Eicher,4931.785395330506,rain,moderate,mixed,0,0,150.29020271568828
629.774085450826,21.76594756438415,Mahindra Blazo X 55,3160.7394608521818,clear,heavy,paved,0,0,297.5874945943247
1577.70187854184,29.2959960727783,BharatBenz,2000.7462726101487,fog,light,unpaved,2,1,523.2525687397019
700.4368717734931,25.58153137148862,BharatBenz,4633.046262226855,snow,heavy,mixed,3,0,574.3887940454845
361.01010314738437,5.710058901229384,Ashok Leyland Partner,2385.1645227704657,snow,light,paved,0,0,82.66257507732936
1268.2059329598655,46.00298468523589,Ashok Leyland Partner,1457.0635295355182,clear,heavy,paved,3,0,180.20297688575482
835.1020062167772,19.565186374003236,Ashok Leyland Partner,2907.8137352014637,snow,light,mixed,0,1,269.2522417907536
1502.4213360943638,34.078378824310995,Mahindra Blazo X 55,4099.019099334212,rain,moderate,paved,0,0,968.7247751735591
1674.7639784517426,45.476597165861804,Mahindra Blazo X 55,795.6888774275856,rain,heavy,mixed,1,1,258.1742549760632
967.365017291296,19.0081664524485,Mahindra Blazo X 55,1198.5811066882063,clear,light,mixed,2,1,181.05748415499485
1795.8865155395797,48.222926599611085,BharatBenz,2339.3037699414335,fog,heavy,unpaved,4,0,792.0614521493986
515.2382424461755,13.66193034074485,Mahindra Blazo X 55,2774.785455977152,snow,moderate,paved,2,0,255.1456229773296
1308.9647546252306,35.84769017740016,BharatBenz,4123.9173531105735,snow,moderate,unpaved,2,0,978.1807402767669
818.7206934643089,18.229817094611274,BharatBenz,558.5086557983121,fog,light,mixed,4,0,68.71833714865461
1754.1237109918347,34.81997524479781,Eicher,2396.4104776662407,rain,light,mixed,4,2,543.833240462789
765.5878922528611,12.855318223794352,Ashok Leyland Partner,4237.945279543624,clear,moderate,unpaved,0,1,359.7523325881271
446.8259449111078,7.51002710977415,BharatBenz,3936.2260737189235,snow,light,unpaved,1,0,284.16708040543597
1790.1589315192418,39.88625351756164,Tata Prima,2681.5026521765576,clear,moderate,paved,1,0,646.3145358304969
443.8659839132321,8.20165132970389,Mahindra Blazo X 55,2397.667705489768,rain,moderate,paved,0,0,167.40544516604734
1369.535874326508,24.364663542234315,BharatBenz,2883.4775539478646,rain,light,unpaved,1,0,584.8665397352402
999.9551390199822,24.67322363607893,Ashok Leyland Partner,1428.8957229227144,rain,moderate,paved,2,0,143.84333697551102
1467.047311133534,19.953236407374828,BharatBenz,3202.32587195144,clear,light,mixed,1,0,579.8226625529487
814.7191880825584,23.350556340025825,BharatBenz,2399.162267978093,rain,moderate,mixed,0,0,286.1793599660002
1544.2619918156022,39.95532984795149,Eicher,2251.8302631888946,snow,heavy,paved,2,2,494.0879408869651
1899.1205261449536,42.85619883607074,Eicher,2676.8972386958576,rain,heavy,mixed,2,2,728.3430358938649
1910.9202623197232,44.18385773115109,Mahindra Blazo X 55,2004.0975086763237,rain,moderate,paved,0,0,602.4071754691664
831.459165707437,19.286646445706374,Eicher,3597.8107839248123,rain,light,mixed,2,0,338.79770784832454
14.655387345298736,0.5594092778809543,Mahindra Blazo X 55,1724.653117534832,rain,heavy,paved,0,0,4.156549310458186
1835.4540151698632,39.055454664788336,Eicher,4055.0610145633523,clear,heavy,paved,3,1,857.3860550610884
1519.200903751906,31.87473649301736,Eicher,3915.6613049248244,clear,moderate,unpaved,0,1,742.0378683432809
450.2067892210084,9.382340952520654,BharatBenz,732.181129964195,rain,heavy,unpaved,2,0,57.24378842534057
1116.0550970599875,14.498769792589648,BharatBenz,1907.8468542751439,fog,light,mixed,0,2,325.91551958031465
1942.405907879082,44.252225233397496,Eicher,2633.963974958587,rain,heavy,mixed,1,2,718.8998584727165
83.64519308383032,1.5409594881723598,Mahindra Blazo X 55,3023.0473730158133,clear,moderate,mixed,0,0,39.77540986550862
686.3511778984516,9.87353483195261,Ashok Leyland Partner,3075.924917450596,snow,light,paved,1,0,206.72524646628506
1045.1345386586763,16.4094741510675,Eicher,3271.3843468203704,rain,moderate,mixed,2,1,447.2465248403881
10.472671916010313,0.21840626651960948,Eicher,2880.217103122454,snow,heavy,mixed,0,0,4.120946765068189
707.9165127489032,16.21134340703445,Tata Prima,2308.6891112415897,clear,light,mixed,0,1,226.52217744869938
679.3772230185599,13.095137168768508,Ashok Leyland Partner,3819.120357150012,rain,light,mixed,0,1,263.71752060891
1707.1154251668836,30.82934632280412,BharatBenz,1551.2348797245947,clear,light,paved,0,2,320.4245759394049
1362.498092559209,17.183033835608477,Ashok Leyland Partner,4803.870639017413,clear,light,paved,2,1,571.7943139326526
1769.5559664816908,31.56358659484719,Mahindra Blazo X 55,4566.757852288717,rain,light,mixed,3,2,1482.175260532551
1677.2732132136584,42.94582562539474,Eicher,4237.891329877811,rain,moderate,mixed,1,0,868.509081468752
381.0121416670665,7.831222076742954,Mahindra Blazo X 55,4217.925631072847,clear,light,unpaved,0,0,250.7046169816466
1041.3381296860205,29.097026674508747,Ashok Leyland Partner,4977.085201908959,clear,heavy,unpaved,2,1,624.8252304152045
1992.7081938553813,26.29011618239143,Mahindra Blazo X 55,4171.24906245778,rain,light,paved,0,0,1188.6277525080814
1721.6523646716682,36.681134271411594,Mahindra Blazo X 55,4448.573881836712,fog,heavy,paved,0,2,1448.4315939270828
1725.6339583582467,30.629948200338745,Tata Prima,1980.7311441644194,clear,light,mixed,2,1,492.68663160086226
751.6501488545048,21.171452392589377,Mahindra Blazo X 55,3755.390511598632,rain,moderate,unpaved,0,1,559.4613902236176
1790.0150626264542,24.525041583349907,Eicher,4330.431113219459,snow,light,unpaved,4,2,1193.463831631082
702.1403237253642,9.765914080536668,BharatBenz,2947.0050859882967,clear,light,paved,1,1,243.7737602913736
1320.3191509702667,19.445380685102542,Tata Prima,1208.0329686613668,snow,light,paved,2,0,238.8655621538135
1363.480135802998,23.260116680030368,Mahindra Blazo X 55,3887.2248780093855,fog,light,mixed,4,1,988.4060910928855
1759.352245653982,24.00686951344239,BharatBenz,1079.9144036305033,fog,light,unpaved,1,1,308.8896636573413
1019.8607901840641,38.08256803386338,BharatBenz,1791.6715992871075,rain,heavy,paved,0,0,254.26261854885195
759.6237703537296,22.098931120635342,Eicher,4009.304278180146,rain,heavy,unpaved,2,1,454.3645952085101
1681.8417904550254,21.59199422694633,Ashok Leyland Partner,3346.7985191027665,rain,light,paved,3,1,551.3057781443175
341.09139799522194,6.575978865346239,Ashok Leyland Partner,803.0777066094727,rain,moderate,paved,1,0,27.046051221997356
101.02664728690057,2.23493224895877,BharatBenz,4955.667677377912,fog,light,mixed,0,0,69.66607235496078
1518.943759898755,37.598465610180064,Eicher,599.5559818804877,rain,heavy,mixed,2,2,130.47376027457574
897.3463856897292,24.485162237992984,BharatBenz,4987.0602507097,clear,heavy,paved,0,0,566.1027421356949
1653.5823239417941,60.90084351596742,Mahindra Blazo X 55,1493.4632575494218,rain,heavy,unpaved,3,1,542.413702163588
1737.4281018392628,22.110078850838892,Ashok Leyland Partner,640.8604118638231,clear,light,mixed,4,2,116.40440064414011
1522.5872160918134,39.63884538939095,Eicher,4927.899415819227,clear,moderate,unpaved,1,0,909.2025105491106
1737.5643988461568,66.3497733431915,Ashok Leyland Partner,3032.376288545222,snow,heavy,unpaved,0,0,698.0303745001303
315.7794959406142,11.630973326024405,Mahindra Blazo X 55,4301.524526525995,snow,heavy,mixed,0,0,268.0534829161252
74.72709718759131,1.576231222382909,Ashok Leyland Partner,4853.8006862619995,snow,moderate,mixed,0,0,42.132444200631596
243.44329603516502,4.080252515118727,Tata Prima,3232.8790171820206,snow,light,unpaved,1,0,138.7174771753742
137.77578477951684,4.9936972545271106,Eicher,1710.4703199579394,snow,heavy,paved,0,0,29.26914472174512
934.5512073052622,15.700432010506484,BharatBenz,2659.724756227056,fog,moderate,mixed,4,0,410.9031303494552
1561.9034678977662,24.856753960284802,Mahindra Blazo X 55,2662.2812626602304,snow,light,paved,3,0,687.6043070314632
46.5515975116746,0.958507123919509,Ashok Leyland Partner,3661.092367448468,rain,moderate,paved,0,0,16.49759479955642
184.85433329821836,4.3693525931782835,Eicher,871.2884049818957,clear,moderate,unpaved,0,0,19.134098740951494
1955.1581087664238,48.770133139722454,BharatBenz,3602.592361117696,rain,heavy,unpaved,1,2,1319.6365050657553
1903.5844489671006,29.504809878582925,Eicher,3679.1407691910554,rain,light,unpaved,0,2,915.2245874976627
604.6834138112546,12.729976046851915,Ashok Leyland Partner,4419.361056857386,rain,moderate,unpaved,2,0,322.8326739633013
1325.032035415509,27.127344681999173,Ashok Leyland Partner,3188.6413818436854,rain,moderate,mixed,2,2,514.6667638940281
1465.8631482931105,37.80159849123669,Mahindra Blazo X 55,3761.7195194332626,snow,heavy,paved,0,0,989.2413835847246
664.7447012511777,18.487368226521074,Ashok Leyland Partner,3849.2557951773,clear,heavy,paved,2,1,257.06450975108237
1115.173466365886,19.86752962172306,BharatBenz,3439.6835865679855,clear,light,mixed,2,1,506.8377220240355
448.9166385954233,9.907883306153451,Tata Prima,4282.0358282462,clear,moderate,paved,2,0,263.8902044560204
1694.028131117908,33.533415932099146,Eicher,2056.707466461333,snow,moderate,unpaved,0,2,546.3658098532786
882.844684187285,19.40528261163331,Eicher,2279.8182643205687,snow,moderate,mixed,1,1,281.69759007441763
560.8873164977526,12.728937636209839,Mahindra Blazo X 55,1777.3453787389026,clear,heavy,paved,1,1,159.61662075524382
479.2262669788276,12.101249743324775,BharatBenz,3721.2123410693985,snow,moderate,mixed,1,0,290.5256892009146
1943.0762371428627,33.61013582454731,Eicher,4344.7329201631055,clear,light,unpaved,3,0,966.457022205815
1034.4865343200836,16.414898917241008,Tata Prima,3481.7957555374414,fog,moderate,paved,2,0,568.6345507827787
523.6855310752438,10.591912438134315,Eicher,540.6368185829762,clear,light,mixed,2,0,29.150414037042648
156.2585271867252,3.412622511438775,BharatBenz,2519.4990822413138,snow,moderate,paved,0,0,57.16425493987123
504.94140244938353,11.63046070238159,Mahindra Blazo X 55,4768.625096831452,clear,moderate,paved,2,0,358.0993550298989
1071.6887313463942,40.15910535297488,Tata Prima,4298.767020361387,snow,heavy,mixed,3,2,978.5074590497314
546.8017269188093,13.952427161416837,BharatBenz,1053.36863838332,clear,moderate,paved,0,0,69.69403865656382
368.22077057071976,13.360580786527285,Mahindra Blazo X 55,1922.7024723953773,clear,heavy,unpaved,1,0,129.5516586835171
1973.3939446881054,31.222369962107592,Mahindra Blazo X 55,522.2299142048432,rain,light,unpaved,4,0,190.9926152639029
515.9069139960116,14.098376761157523,Mahindra Blazo X 55,2699.809611156141,snow,moderate,mixed,1,0,268.1727389728142
1880.2413859344151,25.16191394858393,Ashok Leyland Partner,3530.445949962128,rain,light,paved,4,1,662.4283357504615
362.52808100029796,11.13397984208693,BharatBenz,3477.3455766701604,fog,moderate,mixed,1,0,196.81834359948198
495.8531079405248,7.337159764380404,BharatBenz,4410.072430154232,snow,light,mixed,0,0,317.5158271306929
1356.2616376967205,25.142520402138526,Mahindra Blazo X 55,4733.939103521292,rain,light,paved,0,1,964.0320691949449
326.9820160331822,5.216634060761099,Tata Prima,4398.974003874404,clear,light,paved,0,0,172.60624659172947
1479.5139264101397,24.31650484759519,Ashok Leyland Partner,3427.302415062721,rain,moderate,unpaved,2,1,643.2069466636714
1757.0034064922418,41.45171661470705,Mahindra Blazo X 55,4410.052814932569,clear,moderate,unpaved,0,0,1329.6387936798635
739.2584543940818,13.458173856029784,Eicher,2211.8886690475897,clear,light,paved,0,1,154.52237418394495
462.26655825367146,8.210916826317,BharatBenz,3141.777684655179,snow,moderate,unpaved,1,0,258.11661513495596
1005.8861651701756,17.330756924967893,Eicher,4385.001423073214,snow,moderate,unpaved,3,0,666.5337203972383
226.74750027499556,5.3532223446908285,Eicher,2294.702514036052,clear,heavy,mixed,0,0,59.23821100945632
1627.841620045026,21.456073125571272,BharatBenz,3719.709081946735,fog,light,paved,2,2,876.2694547963067
151.8477374097762,4.277353158689201,Tata Prima,3446.118866441067,fog,heavy,paved,0,0,83.0453854757465
397.17106313874893,6.883758984274893,Eicher,3278.082908358384,clear,moderate,mixed,0,0,141.78340847351618
1082.9309405837564,30.16490898160941,BharatBenz,3246.5020248991327,rain,moderate,paved,4,1,530.6492445641479
370.48720557401384,13.946416784764702,Ashok Leyland Partner,1316.4725646303214,clear,heavy,mixed,0,0,49.358907658496
1138.951317061518,21.793588267484733,BharatBenz,4629.886201271198,snow,moderate,mixed,0,0,842.2378976889456
1903.2926509912475,43.708918653318484,Eicher,4478.929085067835,clear,moderate,paved,1,1,903.8667747351254
1812.723298527643,33.97055950353149,Tata Prima,1565.9175153851693,clear,moderate,mixed,3,2,480.5798586568327
200.11527453098967,5.0626798693594255,Ashok Leyland Partner,1173.66785580631,fog,moderate,paved,0,0,23.768729155495222
1739.8266530555945,35.15204878540671,Tata Prima,1475.3291004084904,clear,moderate,paved,2,2,387.6098850639304
471.5747212707911,7.3819797696899965,Eicher,3175.1435083377787,rain,light,unpaved,2,0,184.99656125056183
1354.924077723878,25.257888228925594,BharatBenz,2426.8982671652666,fog,light,paved,2,2,475.86425331087503
1639.2270436672732,36.05820708622145,Ashok Leyland Partner,3759.524677079335,rain,heavy,paved,3,0,661.0867122042971
391.8159761902984,8.91205546773575,Tata Prima,1519.953810021446,clear,heavy,paved,0,0,82.18482164560483
1342.509206106584,34.08548729630523,Ashok Leyland Partner,1551.7043685969486,clear,moderate,unpaved,2,1,240.22201851615807
919.1487033119336,19.85919748719163,BharatBenz,4973.6271254952535,rain,moderate,paved,2,1,664.4460066666968
673.8034034496789,14.026657129629637,Ashok Leyland Partner,899.4532734849581,clear,light,paved,2,0,50.42374911958755
1076.2970921014316,19.22898682030184,Tata Prima,4198.128997554891,snow,light,mixed,4,2,850.2753014575798
313.3078665275307,5.149844229908854,Eicher,3817.311012532594,snow,light,paved,1,0,131.75065158402322
1250.9355191254917,26.97600234444083,BharatBenz,4045.5589473151927,snow,light,paved,3,1,743.502705537058
135.58697582750884,2.4546679801005915,Ashok Leyland Partner,1864.0776017539788,rain,light,unpaved,0,0,26.6898344834476
699.1803194921171,18.201059884427274,Tata Prima,2992.110083205693,fog,heavy,unpaved,2,1,435.05841585011405
1036.2020611160306,21.57096207216772,Mahindra Blazo X 55,4038.2418054069253,fog,moderate,paved,3,1,765.8889688874418
800.38576708413,20.63730739439914,BharatBenz,3325.775237476861,rain,moderate,unpaved,2,1,464.2738174068369
1639.2826581077975,25.930005343954527,Eicher,603.0222123925411,fog,moderate,mixed,1,1,132.58742774527087
1285.5344339172107,27.014982060612013,Tata Prima,3088.2350772348123,clear,moderate,paved,3,2,611.0356470369147
1216.443346124445,22.237892631727906,Eicher,1928.8915154453166,fog,light,unpaved,0,0,291.42129637043155
